REGISTRO_ANCINE,DATA_REGISTRO,RAZAO_SOCIAL,CNPJ,MUNICIPIO,CD_MUNICIPIO_IBGE,UF,CLASSIFICACAO_AGENTE_ECONOMICO
43327,2019-07-01,FOGACA PRODUCAO CINEMATOGRAFICA LTDA,31.037.590/0001-50,CRUZ ALTA,4306106.0,RS,Brasileiro independente 
43339,2019-07-01,PLINIO U. MOREIRA,33.684.766/0001-91,RECIFE,2611606.0,PE,Brasileiro independente 
43333,2019-07-01,PAIM FILMES LTDA,11.180.921/0001-08,BRASÍLIA,5300108.0,DF,Brasileiro independente 
43336,2019-07-01,CONECTV COMUNICAÇÃO E MARKETING EIRELI,29.786.284/0001-75,OSASCO,3534401.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43329,2019-07-01,ESTRATEGIA LTDA,65.247.736/0001-04,RIO ACIMA,3154804.0,MG,Brasileiro independente 
43332,2019-07-01,SUN7 AUDIO E VIDEO LTDA - ME,11.069.144/0001-10,LORENA,3527207.0,SP,Brasileiro independente 
43330,2019-07-01,GOOD PEOPLE PRODUCOES E MARKETING LTDA,33.949.434/0001-91,SÃO PAULO,3550308.0,SP,Brasileiro independente 
45995,2020-07-01,PALOMA BERTISSOLLI MILANEZ 45183114854,31.693.058/0001-91,SANTO ANDRÉ,3547809.0,SP,Brasileiro independente 
45984,2020-07-01,GSPRO EDITORAÇÃO GRÁFICA LTDA,11.831.862/0001-82,CANELA,4304408.0,RS,Brasileiro independente 
45983,2020-07-01,EUROCHANNEL BRASIL LICENCIAMENTOS E SERVICOS LTDA,36.505.159/0001-05,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
45982,2020-07-01,VOID FILMES LTDA,35.777.453/0001-03,SÃO PAULO,3550308.0,SP,Brasileiro independente 
45993,2020-07-01,INVENT PRODUÇÃO DE FILMES E CONSULTORIA EM PUBLICIDADE LTDA,29.582.406/0001-01,CUIABÁ,5103403.0,MT,Brasileiro independente 
48854,2021-07-01,MARCELA GOULART URBANI 48253630832,34.603.706/0001-60,SÃO PAULO,3550308.0,SP,Brasileiro independente 
48849,2021-07-01,DIPLOMATA SERVICOS E PRODUCOES ARTISTICAS LTDA,41.481.207/0001-02,SÃO PAULO,3550308.0,SP,Brasileiro independente 
48853,2021-07-01,LEONARDO CARDOSO DOS SANTOS ESCOBAR,27.699.001/0001-22,SÃO PAULO,3550308.0,SP,Brasileiro independente 
48851,2021-07-01,GABRIEL DOMINGUES FERREIRA - PRODUÇÕES CINEMATOGRÁFICAS,25.158.261/0001-65,SÃO PAULO,3550308.0,SP,Brasileiro independente 
48852,2021-07-01,DONIZETE DE SOUZA LIMA 12999410875,18.218.468/0001-12,CAIEIRAS,3509007.0,SP,Brasileiro independente 
48850,2021-07-01,SARASVATY SERVIÇOS ARTÍSTICOS LTDA,11.427.800/0001-00,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51544,2022-07-01,C ROBERTO FIGUEIREDO,27.650.693/0001-14,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51542,2022-07-01,ANTONIO G DE OLIVEIRA,36.705.546/0001-95,RIO BRANCO,1200401.0,AC,Brasileiro independente 
51545,2022-07-01,FRANCISCO AUGUSTO BARRETO 12204525804,33.501.094/0001-31,TAUBATÉ,3554102.0,SP,Brasileiro independente 
51541,2022-07-01,MARIO CRUZ FILHO,23.275.215/0001-10,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51543,2022-07-01,REVOLUTION MUSIC LTDA,30.553.058/0001-23,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
408,2002-08-01,REC PRODUTORES ASSOCIADOS LTDA,02.669.022/0001-74,RECIFE,2611606.0,PE,Brasileiro independente 
590,2003-08-01,OLARIA PROJETOS DE ARTE E EDUCAÇÃO LTDA,04.554.921/0001-57,CURITIBA,4106902.0,PR,Brasileiro independente 
4556,2005-08-01,URSO FILMES LTDA,07.467.108/0001-38,RECIFE,2611606.0,PE,Brasileiro independente 
4557,2005-08-01,BIRDO FILMES EM ANIMAÇÃO LTDA.,07.503.073/0001-45,SÃO PAULO,3550308.0,SP,Brasileiro independente 
6125,2006-08-01,AGROMIX TELEVISAO LTDA,07.760.498/0001-30,CAMPO GRANDE,5002704.0,MS,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
6124,2006-08-01,URSULA MARINI PRODUÇÕES CULTURAIS LTDA,07.772.188/0001-35,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
6126,2006-08-01,CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI,07.276.440/0001-15,SÃO PAULO,3550308.0,SP,Brasileiro independente 
14123,2008-08-01,KINEMOTUS FGB CINEMA TV LTDA.,09.250.931/0001-12,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
19364,2011-08-01,BR3 PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,12.890.504/0001-03,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
24779,2013-08-01,MARCELO OTT BRAGA PRODUÇÕES DE AUDIO E VIDEO,17.837.052/0001-10,SÃO PAULO,3550308.0,SP,Brasileiro independente 
27357,2014-08-01,TANDERA FILMES E PRODUCOES EIRELI - ME,20.615.318/0001-94,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
27356,2014-08-01,JULIANO GEANFRANCESCO LUCCAS,14.539.999/0001-56,CAMPINAS,3509502.0,SP,Brasileiro independente 
33820,2016-08-01,FEEDBACK VÍDEO PUBLICIDADE DIGITAL LTDA ME,21.289.554/0001-20,CHAPECÓ,4204202.0,SC,Brasileiro independente 
40626,2018-08-01,DANIELA GONÇALVES GARCIA,28.338.442/0001-61,SÃO PAULO,3550308.0,SP,Brasileiro independente 
40631,2018-08-01,MAGALI DE ROSSI PRODUÇÕES-ME,14.571.684/0001-96,CACHOEIRINHA,4303103.0,RS,Brasileiro independente 
40629,2018-08-01,RENATA CAVALCANTE DE OLIVEIRA ME,22.921.117/0001-40,FORTALEZA,2304400.0,CE,Brasileiro independente 
40630,2018-08-01,LEANDRONES FOTOGRAFIA E FILMAGEM LTDA - ME,21.764.847/0001-12,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
40625,2018-08-01,JEAN CARLOS FERMINO JUSTINO,31.023.645/0001-73,SÃO JOSÉ DO RIO PRETO,3549805.0,SP,Brasileiro independente 
40627,2018-08-01,MEDIACAOS PROMOÇÕES E EVENTOS LTDA - ME,19.252.102/0001-22,CURITIBA,4106902.0,PR,Brasileiro independente 
40628,2018-08-01,THIAGO MOTA DA SILVA 04640838425,30.875.858/0001-60,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43648,2019-08-01,REGENSCHIRM COMUNICAÇÃO E SERVIÇOS ONLINE LTDA.,33.828.503/0001-09,SÃO PAULO,3550308.0,SP,Brasileiro independente 
43645,2019-08-01,MARCELO CUNHA DE SOUZA PRODUÇÕES ME,23.520.070/0001-76,SÃO PAULO,3550308.0,SP,Brasileiro independente 
43646,2019-08-01,MANUELA BEZERRA GOUVEIA DE ANDRADE 06456046408,17.561.124/0001-49,RECIFE,2611606.0,PE,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
43647,2019-08-01,JOSELAINE FOGAÇA DE ALMEIDA,16.955.078/0001-08,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51727,2022-08-01,GUILHERME REIS SALVADOR,30.752.956/0001-00,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51728,2022-08-01,PEDRO LACERDA NETO,40.178.968/0001-27,BRASÍLIA,5300108.0,DF,Brasileiro independente 
51730,2022-08-01,GABRIEL LOPES DA SILVA SANTOS 12216412473,28.149.777/0001-31,RECIFE,2611606.0,PE,Brasileiro independente 
51729,2022-08-01,RAFAEL PEREIRA BARROSO 70603782353,47.330.421/0001-44,FORTALEZA,2304400.0,CE,Brasileiro independente 
1500,2003-09-01,CANAL BRAZIL S/A,02.608.224/0001-06,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
892,2003-09-01,STAR FILMES LTDA.,51.428.977/0001-45,SÃO PAULO,3550308.0,SP,Brasileiro independente 
4691,2005-09-01,ANDRE LUIS DA CUNHA EIRELI ­ ME,02.398.719/0001-58,BRASÍLIA,5300108.0,DF,Brasileiro independente 
17647,2010-09-01,3DZEZ - EDIÇÃO DE FILMES LTDA ME,12.362.022/0001-80,BRASÍLIA,5300108.0,DF,Brasileiro independente 
17646,2010-09-01,TAMBORA FILMES LTDA,12.399.425/0001-02,NOVA FRIBURGO,3303401.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
17645,2010-09-01,TK 1 VIDEO PRODUÇÕES LTDA ME,12.301.061/0001-78,ARACRUZ,3200607.0,ES,Brasileiro independente 
17643,2010-09-01,RICARDO ELIEZER CHUT PRODUÇÃO AUDIOVISUAL,12.305.457/0001-93,SÃO PAULO,3550308.0,SP,Brasileiro independente 
19578,2011-09-01,CEC - CENTRO DE ENTRETENIMENTO CONCEIÇÃO LTDA,10.763.360/0001-07,LINHARES,3203205.0,ES,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
19572,2011-09-01,LUSCO FUSCO FILMES LTDA - EPP,11.199.599/0001-50,SÃO PAULO,3550308.0,SP,Brasileiro independente 
19577,2011-09-01,MEDIA BRIDGE PRODUÇÕES LTDA.,13.110.657/0001-53,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
19581,2011-09-01,PRIME FILMES LTDA,05.512.474/0001-36,BRUSQUE,4202909.0,SC,Brasileiro independente 
27607,2014-09-01,M.C DA SILVA PRODUÇÕES-ME,19.900.189/0001-05,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
27609,2014-09-01,AUTORIAS PRODUCOES CINEMATOGRAFICAS LTDA.,19.265.893/0001-25,CARUARU,2604106.0,PE,Brasileiro independente 
30867,2015-09-01,AD PRODUÇÕES AVARÉ LTDA ME,22.831.307/0001-77,AVARÉ,3504503.0,SP,Brasileiro independente 
30866,2015-09-01,COPYMIDIAS DUPLICADORA LTDA ME,18.642.792/0001-63,BELO HORIZONTE,3106200.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
30865,2015-09-01,PLATO FILMES EIRELI,21.265.743/0001-63,BOA VISTA,1400100.0,RR,Brasileiro independente 
30860,2015-09-01,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,14.716.352/0001-52,SÃO PAULO,3550308.0,SP,Brasileiro independente 
30862,2015-09-01,ELO SERVICOS DE COMUNICACAO EIRELI - ME,03.931.736/0001-71,POÇOS DE CALDAS,3151800.0,MG,Brasileiro independente 
30872,2015-09-01,B&C PRODUCOES ARTISTICAS LTDA,19.198.214/0001-42,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
30869,2015-09-01,AZORES FILMES LTDA.,23.103.553/0001-75,SÃO PAULO,3550308.0,SP,Brasileiro independente 
34077,2016-09-01,ALOÍSIO FELIPE SANTOS AGÊNCIAS DE PUBLICIDADE,21.459.171/0001-53,CARAGUATATUBA,3510500.0,SP,Brasileiro independente 
34079,2016-09-01,THIAGO DOS SANTOS GOULART - ME,24.616.069/0001-02,URUGUAIANA,4322400.0,RS,Brasileiro independente 
34073,2016-09-01,MACCHIATO PRODUCAO LTDA,08.923.737/0001-98,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
34075,2016-09-01,MANACÁ CINE STUDIO EIRELI-ME,25.301.822/0001-33,FLORIANÓPOLIS,4205407.0,SC,Brasileiro independente 
37611,2017-09-01,BANGBANG CONTEUDO EM IMAGENS LTDA - ME,12.227.562/0001-51,RECIFE,2611606.0,PE,Brasileiro independente 
46499,2020-09-01,YNNOVADORES PUBLICIDADE LTDA,29.389.387/0001-00,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46497,2020-09-01,MOINHO FILMS,30.104.696/0001-67,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46498,2020-09-01,SALMO JOSÉ VAZ PEREIRA - 44793413668 -ME,17.150.875/0001-72,UBERLÂNDIA,3170206.0,MG,Brasileiro independente 
46501,2020-09-01,PORQUEEU FILMES PRODUÇÕES,37.367.918/0001-83,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46500,2020-09-01,JULIO CESAR DE ALBUQUERQUER CONSULTORIA EM PUBLICIDADE LTDA.,35.786.117/0001-27,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46506,2020-09-01,OLHOS DE LINCE FILMES EIRELI,35.518.842/0001-14,SALVADOR,2927408.0,BA,Brasileiro independente 
46496,2020-09-01,MELLO E MOURA PROJETOS LTDA,31.661.674/0001-60,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49413,2021-09-01,SOCIEDADE SUSTENTÁVEL EIRELI,56.320.344/0001-32,CAMPINAS,3509502.0,SP,Brasileiro independente 
49414,2021-09-01,REDE VERBO TV LTDA,42.920.854/0001-36,MOSSORÓ,2408003.0,RN,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49416,2021-09-01,CLAUDIO DE MORAES MARQUES 55232248715,27.801.955/0001-02,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
51984,2022-09-01,GUILHERME RIBEIRO FERREIRA 41312812877,41.722.485/0001-04,CAMPINAS,3509502.0,SP,Brasileiro independente 
51985,2022-09-01,STORYGATE PRODUCOES LTDA,42.308.285/0001-72,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
51987,2022-09-01,TERCIO RIBEIRO SILVA QUINTILIANO,17.807.192/0001-45,BRASÍLIA,5300108.0,DF,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
51981,2022-09-01,IHC DISTRIBUIÇÃO CINEMATOGRÁFICA LTDA,41.866.471/0001-64,CURITIBA,4106902.0,PR,Brasileiro independente 
51986,2022-09-01,"PROHIPHOP EDITORA, GRAVADORA E PROUTORA DE EVENTOS LTDA",46.770.960/0001-31,SÃO PAULO,3550308.0,SP,Brasileiro independente 
51980,2022-09-01,SACADA CULTURAL LTDA,33.417.044/0001-70,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
621,2002-10-01,DIGITAL VÍDEO PRODUÇÕES S/C LTDA ME,02.736.355/0001-79,SÃO JOSÉ DOS CAMPOS,3549904.0,SP,Brasileiro independente 
2292,2004-10-01,CALINO FOTOGRAFIA TÉCNICA E VIDEOPRODUÇÕES LTDA- ME,27.716.794/0001-40,VOLTA REDONDA,3306305.0,RJ,Brasileiro independente 
14416,2008-10-01,"TW WORKS PRODUÇÕES, PROPAGANDA E MARKETING LTDA.",02.994.928/0001-64,MAIRIPORÃ,3528502.0,SP,Brasileiro independente 
16062,2009-10-01,OPALA FILMES LTDA-ME,11.086.688/0001-90,SÃO PAULO,3550308.0,SP,Brasileiro independente 
17767,2010-10-01,GÁVEA PRODUÇÕES AUDIOVISUAIS	LTDA,11.680.525/0001-31,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
17776,2010-10-01,JOSUE'S CINE SHOPPING LTDA,11.122.144/0001-37,ARCOS,3104205.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
17771,2010-10-01,UNIVERSO FILMES PRODUÇÃO E DISTRIBUIÇÃO LTDA,42.417.022/0001-00,RIO DE JANEIRO,3304557.0,RJ,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
22484,2012-10-01,TRUPE FILMES LTDA,12.639.065/0001-60,SÃO PAULO,3550308.0,SP,Brasileiro independente 
25288,2013-10-01,M3 SERVIÇOS DE COMUNICAÇÃO LTDA - ME,07.527.923/0001-45,MANAUS,1302603.0,AM,Brasileiro independente 
25279,2013-10-01,SANTA PRODUÇÃO CINEMATOGRAFICA LTDA-ME,09.528.467/0001-83,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25286,2013-10-01,BIG BANG COMUNICACAO AUDIOVISUAL LTDA,07.496.784/0001-30,SALVADOR,2927408.0,BA,Brasileiro independente 
25287,2013-10-01,TRATE-ME LEÃO PRODUÇÕES ARTÍSTICAS LTDA,05.643.620/0001-62,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25283,2013-10-01,MKT VIRTUAL PRESTAÇÃO DE SERVIÇOS DIGITAIS LTDA. - EPP,04.964.890/0001-02,SANTOS,3548500.0,SP,Brasileiro independente 
25277,2013-10-01,PRODUTORA JOGANDO NA TV LTDA. ME,14.893.801/0001-38,JUNDIAÍ,3525904.0,SP,Brasileiro independente 
31121,2015-10-01,INSTITUTO INHOTIM,05.422.243/0001-31,BRUMADINHO,3109006.0,MG,Brasileiro independente 
41218,2018-10-01,J P S LESSA FRANCA SERVICOS,17.571.896/0001-61,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
41213,2018-10-01,FABIO CESAR SILVA AGUIAR 00011480440,28.778.304/0001-01,JOÃO PESSOA,2507507.0,PB,Brasileiro independente 
41216,2018-10-01,POETICA PRODUÇÕES CINEMATOGRAFICAS EIRELI,31.386.059/0001-93,PORTO ALEGRE,4314902.0,RS,Brasileiro independente 
41214,2018-10-01,LEONARDO CHAMPION SANTIAGO GONCALVES 10466599790,31.555.454/0001-52,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41210,2018-10-01,LUCAS ROSSI GERVILLA 33178174885,12.133.578/0001-03,JUNDIAÍ,3525904.0,SP,Brasileiro independente 
41212,2018-10-01,CITY WEB EIRELI,31.506.656/0001-04,HORTOLÂNDIA,3519071.0,SP,Brasileiro independente 
41211,2018-10-01,BRUNO NERY ANDRADE ME,22.628.400/0001-89,SALVADOR,2927408.0,BA,Brasileiro independente 
41209,2018-10-01,GUILHERME NAVARRO DE ALENCAR BAHIA 00158714601,30.663.748/0001-35,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
41217,2018-10-01,DIÊGO MOREIRA AGUIAR,26.478.921/0001-58,GURUPI,1709500.0,TO,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44188,2019-10-01,MULLER LOPES CARDOSO 02822000530,22.403.766/0001-50,SALVADOR,2927408.0,BA,Brasileiro independente 
44190,2019-10-01,VOLP FILMS EIRELI,26.145.784/0001-30,SÃO PAULO,3550308.0,SP,Brasileiro independente 
44186,2019-10-01,JULIANA A MOREIRA PRODUCAO ME,33.258.471/0001-53,SÃO PAULO,3550308.0,SP,Brasileiro independente 
44187,2019-10-01,ESDRA BARBOZA SAN GREGORIO 74121847920,31.756.156/0001-20,CURITIBA,4106902.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44183,2019-10-01,IPPON PRODUÇÕES EIRELI,30.550.991/0001-47,BARUERI,3505708.0,SP,Brasileiro independente 
44192,2019-10-01,FELIPE RODRIGUES DE MELLO 35906783806,34.367.845/0001-31,CAMPO LIMPO PAULISTA,3509601.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44191,2019-10-01,BRUNO DOS SANTOS PIMENTA 11062574729,25.280.158/0001-93,SÃO JOSÉ DOS CAMPOS,3549904.0,SP,Brasileiro independente 
44189,2019-10-01,EDUARDO MACHADO RAMOS,11.575.183/0001-90,VOLTA REDONDA,3306305.0,RJ,Brasileiro independente 
44193,2019-10-01,POST IT POS-PRODUCOES LTDA,10.626.854/0001-31,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44182,2019-10-01,SERVICO DE APOIO AS M E P EMPRESAS DE ALAGOAS-SEBRAE-AL,12.517.413/0001-27,MACEIÓ,2704302.0,AL,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
44184,2019-10-01,JANAINA MARA DE SOUZA ME,33.211.001/0001-34,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46828,2020-10-01,PIPE FILMS PRODUTORA AUDIOVISUAL EIRELI,29.088.469/0001-06,CURITIBA,4106902.0,PR,Brasileiro independente 
46810,2020-10-01,ANDRE DE FREITAS FERNANDES LEAL 06103699622,17.837.736/0001-11,BRASÍLIA,5300108.0,DF,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46838,2020-10-01,ZODIACO EMPREENDIMENTOS CULTURAIS LTDA,12.043.481/0001-00,SOROCABA,3552205.0,SP,Brasileiro independente 
46808,2020-10-01,BIPOLAR PRODUCOES LTDA - ME,23.181.968/0001-67,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46811,2020-10-01,H. PONTES DE LIMA -ME	,25.081.876/0001-30,PORTO VELHO,1100205.0,RO,Brasileiro independente 
46830,2020-10-01,MARCEL BIANCHI DE LIMA 33115715846,29.617.190/0001-72,SANTO ANDRÉ,3547809.0,SP,Brasileiro independente 
46809,2020-10-01,GRIO PRODUCOES CULTURAIS LTDA,09.474.581/0001-78,BRASÍLIA,5300108.0,DF,Brasileiro independente 
46823,2020-10-01,GUILHERME MARONNA GOULART 81969660082,37.757.422/0001-16,FLORIANÓPOLIS,4205407.0,SC,Brasileiro independente 
46820,2020-10-01,NUNO MINDELIS DE MACEDO MARTINS 00645513857,22.536.597/0001-26,BARUERI,3505708.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46837,2020-10-01,STENNA DIGITAL MEDIA LTDA,34.590.864/0001-22,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46815,2020-10-01,M C R NIGRI,22.635.880/0001-05,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46821,2020-10-01,TRIBUNAL REGIONAL DO TRABALHO 1ª REGIÃO,02.578.421/0001-20,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46833,2020-10-01,KATIA CHIRINHAN GARRIDO 19986633885,18.496.373/0001-60,ARMAÇÃO DOS BÚZIOS,3300233.0,RJ,Brasileiro independente 
46822,2020-10-01,ROBERTO MARINHO ABRANTES PRODUCAO E ATIVIDADES CINEMATOGRAFICAS,29.567.241/0001-07,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
46819,2020-10-01,LEONARDO OTERO VIEIRA DE OLIVEIRA 36823723858,29.811.134/0001-74,SÃO PAULO,3550308.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
46816,2020-10-01,MELINA TIRONE KATO 38641389814,22.611.190/0001-16,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46841,2020-10-01,DANIEL GARCIA PRODUÇÃO ARTÍSTICA,26.351.881/0001-89,SÃO JOSÉ DOS CAMPOS,3549904.0,SP,Brasileiro independente 
46824,2020-10-01,MIGUEL MOREIRA 00298861046,15.488.480/0001-59,FLORIANÓPOLIS,4205407.0,SC,Brasileiro independente 
46842,2020-10-01,GABRIEL MUGLIA RODRIGUES,26.563.573/0001-17,SANTOS,3548500.0,SP,Brasileiro independente 
46826,2020-10-01,VINICIUS RIBAS LEITE 04261396904,17.934.730/0001-62,LONDRINA,4113700.0,PR,Brasileiro independente 
46825,2020-10-01,THAIS INACIO REZENDE SILVA 05478909661,38.489.428/0001-12,BELO HORIZONTE,3106200.0,MG,Brasileiro independente 
46831,2020-10-01,FELIPE TADEU DE LIMA TELES 39612754837,32.373.564/0001-66,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46814,2020-10-01,DOUGLAS NOBRE BOSCHETTI 43138150829,32.557.047/0001-47,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46813,2020-10-01,MICHEL SOUZA BOTTO,17.618.916/0001-02,SÃO BERNARDO DO CAMPO,3548708.0,SP,Brasileiro independente 
46839,2020-10-01,BRUNO HENRIQUE FERIAN,20.997.670/0001-31,SÃO PAULO,3550308.0,SP,Brasileiro independente 
46840,2020-10-01,PRISMA ARTE & CRIATIVIDADE LTDA,35.160.309/0001-23,ARAXÁ,3104007.0,MG,Brasileiro independente 
46812,2020-10-01,VINTEPOUCOS AGENCIA AUDIOVISUAL DE PRODUCAO DE FILMES PARA PUBLICIDADE,33.590.627/0001-07,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
49686,2021-10-01,HANDS FILMS LTDA,79.472.429/0001-31,CURITIBA,4106902.0,PR,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49684,2021-10-01,RUMO EMPREENDIMENTOS CULTURAIS LTDA,75.069.179/0001-32,CURITIBA,4106902.0,PR,Brasileiro independente 
49685,2021-10-01,MEGASNET TELECOM EIRELI,19.417.614/0001-00,RIACHÃO DO JACUÍPE,2926301.0,BA,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49690,2021-10-01,NATEL TELECOM EIRELI,40.847.352/0001-00,BELEM DE SAO FRANCISCO,9999982.0,PE,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49688,2021-10-01,UTÓPICA PRODUÇÕES E ARTE LTDA-ME,21.286.800/0001-90,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
49691,2021-10-01,CLEITON SILVA SANTOS 05498941528,40.163.072/0001-74,GUARULHOS,3518800.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
49687,2021-10-01,JMR - PRODUCAO E EDICAO MUSICAL E AUDIOVISUAL LTDA,32.999.793/0001-90,SÃO PAULO,3550308.0,SP,Brasileiro independente 
49689,2021-10-01,ASSOCIAÇÃO E MOVIMENTO COMUNITÁRIO BENEFICENTE CULTURAL VISÃO,03.029.852/0001-08,CUBATÃO,3513504.0,SP,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
4962,2005-11-01,MARIOLA FILMES E PRODUÇÕES LTDA.,07.501.094/0001-21,RECIFE,2611606.0,PE,Brasileiro independente 
20020,2011-11-01,BLACKLOTUS PRODUÇÃO E LOCAÇÃO LTDA. - EPP,14.322.463/0001-84,CAMPINAS,3509502.0,SP,Brasileiro independente 
20018,2011-11-01,O CANDEEIRO EDITORA LTDA,14.491.781/0001-79,CANDEIAS,2906501.0,BA,Brasileiro independente 
22672,2012-11-01,4U FILMS LTDA ME,16.434.076/0001-65,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
25571,2013-11-01,FABRICIO CESAR DA SILVA,18.724.444/0001-35,UBERLÂNDIA,3170206.0,MG,"Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91"
34557,2016-11-01,PORTUNHOL FILMES E ENTRETENIMENTO LTDA - ME,26.276.990/0001-89,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
34551,2016-11-01,PÚBLICO VÍDEO LTDA. ME,25.151.636/0001-65,PELOTAS,4314407.0,RS,Brasileiro independente 
34550,2016-11-01,ONMOVEON PRODUÇÕES ARTÍSTICAS LTDA ME,18.943.622/0001-19,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
41521,2018-11-01,N M FERREIRA DE SOUSA,26.339.563/0001-00,FORTALEZA,2304400.0,CE,Brasileiro independente 
41522,2018-11-01,CINESE AUDIOVISUAL LTDA,23.309.350/0001-30,BRASÍLIA,5300108.0,DF,Brasileiro independente 
41523,2018-11-01,MRL COM PRODUÇÕES ARTÍSTICAS LTDA,17.034.384/0001-66,RIO DE JANEIRO,3304557.0,RJ,Brasileiro independente 
44466,2019-11-01,CEOS MARKETING DIGITAL LTDA,25.990.290/0001-99,CACHOEIRO DE ITAPEMIRIM,3201209.0,ES,Brasileiro independente 
44462,2019-11-01,A R MOREIRA,26.026.790/0001-78,SÃO PAULO,3550308.0,SP,Brasileiro independente 
